Cleaned_Comment,Predicted_Sentiment
stand russia,1.0
channel simply blaming russia every thing calling west totally innocent understandable dont know history sad illiterate dig history still coming silly argument,1.0
fun fact putin nominated nobel peace prize year,2.0
wrong every person person russian birth residing ukraine every person speaks russian,2.0
russian force ukraine shelling nuclear power plant describe dangerous break go fix time worse nuclear disaster history man currently six reactor shutting emergency mode one reactor trouble could become issue russia allow response team potentially making time worse chernobyl overstate much damage could cause europe nobody talking,0.0
hope putin free palestinian endless death hail mother russia curse west,2.0
scary think possible ww hinge nato eu country act ruua war possibility ru taking ua long au stand ru tire even push back ru somehow even conspiracy theory elaborate chess game wherein china also swoop world distracted russia,0.0
nato eu know exactly ukraine would maintain balace russia nato however planned overthrow legitimate government ukraine form new one kiev later russia could restrain attack ukraine,2.0
russia bielorussia aremy favorite putinlavrovco number eu small dog usabiden old man impotent crazyvery danger,1.0
thank truth,1.0
trust trust medium explanation supposed know let u know pray peace victim ukranian russian,2.0
finish terrorist,2.0
first time activeted joke medium foooking shity reporter stop lying ppl,2.0
dont make video yemen syria iraq afghanistan libya,1.0
putin war explained reincarnation vlad impaler fancy new grand tzar crapping surf ukraine somehow freed problem since people ukraine look speak like slave homies influence surf sayin hmmm look good wonder g cant basically last gasp age pisces look hero save u notice super hero film lately aquarius peep begin wake jesus teaching kingdom actually writhin wierd rise personal sovereignty together hero strong men upon project hand power resultung continued power might make right situation rather taking responsibility accountability powerful together full vision healing wisdom power live love create joy liberty justice oh whip cream cherry top cuz yum slava ukraini aaaaaaameeeeeen,1.0
expect usa top enemy almost insidd nation course russia ni choicr enter ukraine protect russia nato,1.0
mention nothing www play major role shaping europe channel full,2.0
lukashenko leaked plan ukranian moving point happened live tv also showed map gonna attack moldova next,2.0
putin looked angry scary announced spatial military operation,2.0
thing could stopped warwhen russia asked nato back simply left ukraine independent neutral rather kept poking russia finally invaded know russia dictator know ukrainerussia issue simply russia v westyou also show west benefit defence stock high present send army ukraine rather keep supplying aid prolong war defence company make billion,1.0
nato go back promise need taught lesson unfortuantely nato royalty ukraine whipping boy,0.0
give putin nobel ending covid chad,2.0
putin dead man walking ultimately suffer fate gaddafisayonara vlad,1.0
soviet union coming back f ukraine,0.0
meeting dont make sense dictatorial country remember situation belarus year ago wanted move czech republic continue studying school happen economy dead border closed understand thing change situation country another maidan stake high life criminal record future important future russian say want dont want jesus,0.0
think putin parent forgot put ra name,2.0
like cuban missile crisis west destroyed many country feeling real pain bcause war door ukraine betrayed west,2.0
he calling special operation worm deny war crime probably wasnt war,0.0
nato one problem thay also cause situation,1.0
ukraine break rule remember done mh,2.0
eye eye make whole world blind mahatma gandhi,0.0
please also remember yemen child,0.0
would appreciate said ukraine join nato nato install missile shoot far enough moscow,2.0
poorly detailed video one showing another country point view tha would explain reason russia started military operation morality nato turkey invaded cyprus morality innocent killed nd nd world country nato,0.0
u major role vested interest ukraine revolution overthrow pro russian presidency back,2.0
said russia stop attacking war ukraine stop war ukraine,0.0
nato usa provoked invasioneven russia continues provide food aid ukraine civilian unlike israel,1.0
never get peace u destroyed never stopped create conflict country since nd world war order take advantage horrible,2.0
defenetly biggest war happened recent year europe let keep telling strange thing try hide recent history wel recorded people experienced war still alive even young,2.0
one doubt good leader would allow people attacked rethink kind person zelinsky,2.0
introduce little anarchy upset established order everything becomes chaos im agent chaos volodymyr zelinsky joker,2.0
nothing budapest memorandum security assurance memorandum originally signed three nuclear power russian federation united kingdom united state china france gave somewhat weaker individual assurance separate document memorandum included security assurance threat use force territorial integrity political independence ukraine belarus kazakhstan result agreement memorandum belarus kazakhstan ukraine gave nuclear weapon russia clearly break agreement,2.0
many money get american government,0.0
u first mock u cry victim,1.0
sound silly map red area lithuania poland keep showing wasnt labeled cant find another map atm,2.0
first time wish video hour longer discussed everything,1.0
condescending usual stuff vox,1.0
mrboris powerful english word like hideous barbaric cynical equally well define west war iraq syria afghanistan palestineplease start considering worth human life whichever religion culture theyre,2.0
create rule war leader one fight others instead let put life line learn least treasure,1.0
west deceive people called democracy capitalism,2.0
ukrainian painting self innocent white skin blue eyed peaceful people ukraine backed u military bombing innocent afghan sent troop afghanistan also support occupation israel brutal persecution palestinian cruel irony fate ukrainian army ransacked baghdad ruin tidy kiev ukraine legitimizing israeli crime decade one two year,0.0
true,2.0
hope western european people understand pain suffering middle east peopleiraq afghanistan palestine libyagaza many,1.0
feel super bad russian didnt want war still bear consequence blamed altought corrupted foolish president caused,1.0
sensationalizing situation eh wont good putin laugh incessant harping insincerity,0.0
nothing invasion history russia want ukraine farm land blackbaltic sea footing invasion smaller country,1.0
putin made president till everyone first warning sign,0.0
terrific war started nato shame,1.0
usa nuclear missile base turkey forced ussr nuclear base cuba secretly even cia didnt know usa found cuba worst failure operation bay pig similar putin ukrane american stupidity make think usa think whatever want never tolerate answer usa wage war country host enemy missile russia cant,0.0
wish war victim peace safety sadly reminds u hundred thousand innocent civilian hit war palestine iraq syria afghanistan peace loving world spectator continues,1.0
made year old,0.0
seeing video dont blame russia,1.0
like usa invaded afghanistan iraq,2.0
putin curse name lord dead consuming fire holy ghost heaven officiated funeral service jehovah lord god almighty,2.0
cant ukraine prohibited joining nato requested russia wouldnt end mess together,0.0
u nato ally trying compel ukrainian fight like insurgent middleeast say want conflict west making story like ghost kiev urging ukrainian fight tank molotov disgusting,2.0
vox explain u whats going,2.0
doesnt putin russian general understand one ukraine want,0.0
antichist,1.0
u also created use force many different nation living u every nation culture make new independent country u start,1.0
hipocrits america put million people afganistan war iran iraq said peace jew war palestine going nobody saying anything guy deserve,1.0
biggest war since ww attack yugoslavia oohhhh sorry forgot different right,2.0
say ukrain sovereignty entirely correct allow dual citizenship many government official american green card nato purely millitary organization friendly russia know cant get along well one better leave social distance u,1.0
wat reason russia attack ukraine wat,2.0
nato love incremental encroachment expense weaker nation like ukraine hiding behind back,2.0
war invasion never believe explanation serial murderer psychopath putin mental disease advancing paranoid vicious united nation peacekeeping force needed,1.0
west want fight russian last ukrainian sad,0.0
nato expanded border russia europe want dominate russia neighbouring country never mentioned forgot american company america destroyed afghanistan vietnam iraq many country,0.0
rica always play safe game people country never suffer,2.0
explanation description thanks nothing,1.0
war veteran u say solely nuclear plant ukraine ally wanted reactivate russia worry surfaced thats nato membership eu membership cover story say,2.0
watch wion also history conflict posted day ago yall go give view compare presentation research chop,1.0
telling u nato provoked russia nato ukraine suffering,2.0
west prolonging ukraine agony,0.0
verry verry happy finally separated czech republic slovakia world still know,2.0
dont forget georgia russia invade first recognized georgian region abkhazia south ossetia independance countires russia aggressor occupier evel empire,2.0
hate fact indian,2.0
creating video russian ukranian confict mention spread nazism ukraine disgusting,1.0
putin war bidens war,0.0
think russia also join nato european union different soviet union term economy population stability,1.0
like peace war,1.0
feel iraqafghanistanpalestine libiyasyriyayemans people surviving war stop war everyware humanity western peoplehumanity people,0.0
one aim reason nobody mention ukraine nazism flourish strongly among army police well civilian putin said denationalization needed naturally adequate innocent civilian war incredibly disgusting terrible putin method,0.0
bill gate dr fauci killed caused problem round world putin,2.0
give guy want,0.0
ukraine belongs russia doesnt russia belongs ukraine,1.0
wow west saint,2.0
vox cia payroll,2.0
saturday sunday time pas protest wont work ukraine change conning nature,2.0
come vox news never showed clip inhabitant belgrade city yugoslavia hiding cellar bomb shelter nato indiscriminate bombing day killing many destroying life many devastating econonomy infrastructure u defending kosovar brother deception hypocrisy keep one world order,1.0
scary imagine easily could become ww,0.0
real force russia v publicity conning ukraine let see win,2.0
putin monster someone need turn brain splatter painting,2.0
stop nato expansion east war automatically stop,1.0
well putin war criminal hahahaha,0.0
ukraine could become putin afghanistan ukrainian people fight take page taliban playbook russia weakened economy cannot afford protracted conflict way putin consume ukraine use nuclear weapon wwiii begin,2.0
wow u invaded iraq libya nobody objected argh double standard western country,2.0
thanx bringing clear picture piece history many million dont know,0.0
putin doesnt even care damage he causing country dont think rebuilding russian economy part end game plan either cannot take backwards step ego wont let fear growing paranoia overthrown along realization even stopping madness bring glory easier keep going path destruction ego doesnt accept action consequence,1.0
usual politician condemn barbaric act thats,1.0
balance relation west russia shifted towards one side going u,1.0
know history ukraine hear stalin many people ussr killed war began year ago,1.0
well barbaric anyone west,0.0
moment said europe biggest war since ww cancelled video still nothing comparing war bosnia biggest war since ww biggest europeanwestern failure ie biggest exposion hypocricy ie biggest revelation true color,1.0
blame putin mean would like military base outside home think nato literally caused many war history take look iran syria afgan war isnt blair bush behind bar ok blame putin one must admit fault putin protecting country people im sure living west russian military base outside border would different russia one like putin im putin fan feel whole medium coverage wrong show real reason putin declared special military operation,1.0
vox weve seen explanation video one iraqi invasion weapon mass destruction afghanistan dont forget somalia vietnam also nato bombing libya serbia,2.0
one narrative puhed like vox content blackwhite oversimplified plenty key fact missing cmon,1.0
hope u western people understood happens u try redraw map region war europe u people watching watching vietnam korea iraq afghanistan asian country falling single nation coailtion almost european nation america destroyed life people around world nowhere ukraine feel solidarity ukraine paying price action people felling european race war exposed hypocracy racism west none u united like part world torn apart feeling proud capability power military see russian dwarfed military capability,0.0
country still invading lesson learned history human never change prayer people ukraine,1.0
okay somebody else use medium lie,0.0
havent watched video yet sure vox extensive knowledge issue edit actually surprised good coverage entirely perfect better outlet,2.0
nato usa attacked serbia twice syria afghanistan iraqwhere people died libya,1.0
skip go real life lore,1.0
hitler putin,2.0
world moving towards terrible situation desirable world peaceful,0.0
fragile little ego threaten nuclear war anyone get else involved yet use chechen radical belarus cowardice displayed conflict russia almost unbelievable,1.0
russia right defend infact ukrainian paying game american playing russian fight america ukraine finally ukraine bet,0.0
video lot lie fake,2.0
nato stopped expanding ex soviet country unnecessary move think usa react mexico come russian chinese control,2.0
understand position putin surrounded alliance missile quite something think,0.0
conveniently vox leave part installed government zelensky racist core committing horrendous atrocity lpr dpr essence slavic people interest cater west predominantly also ukraine given simple easy choice dont join nato prevent war listen made dealing public like fool president kept provoking russia president failed understand direction taking nation nation never strong enough combat russia militarily diplomatically financially economically strategically denied fact favor kept aggressive anyway u instigating drama putin working year isnt new enough enough time waste invasion justified correct reason russia deserver victory,0.0
america attack country legal russia illegal,1.0
russian mexican border u response,1.0
omg palestine,1.0
putin antichrist,1.0
eating much,1.0
really dont understand sympathy russian government getting theyre ussr broke reason anyone want bring back quite remarkable st century government greed still exist imagine smaller country keep getting bullied like russia feel terrible citizen,1.0
poor kid gonna develop severe ptsd war,2.0
fellow citizen hour american coaltiion force early stage military operation disarm iraq free people oeps wrong video sound,2.0
karma invading iraq afghanistan history repeat,0.0
save ukraine save world save love stop madness,0.0
everyone skeptical putin decade he shown true colour clear he bought one way ticket mental hospital best,2.0
year putin asking nato politely put missile russia border nato ignored worth sacrificing ukrainian people west cause yes give gun shoot tank know level corruption ukraine,2.0
special becoming europe,2.0
there one way stop thats war,1.0
putin wanted redraw aint nato whatevs ever would win make faster make faster,0.0
fight ukraine,1.0
time enjoy africa lol chilling,2.0
need leader like donald trump realized charismatically able control situation grand pa bidenis old handle thing,0.0
waiting vox video,1.0
thnxs quick history,1.0
putin want redraw map force hmm dont seems like,2.0
war crime bombing civilian changed mind neutral,1.0
short putin got upset ukraine chose europe costoms union he sick paranoid mind came conclusion threat decided attack u thats one reason,1.0
hope world going forget ukrainian people people afghanistan,2.0
nato deceiver destroy freedom peace blame russia anyone say im wrong please understand clearly distinguish right wrong america deceiving like china deceiving people,0.0
hitler poland invasion ww putin ukraine invasion,2.0
bro vox become good,1.0
corruption need eradicating like covidin ernst youngput ukraine among three mostcorrupt nation worldcolombiaandbrazil guardiancalled ukraine corrupt nation europeaccording poll conducted ernst young expert considered ukraine ninthmost corrupt nation world according totransparency internationalscorruption perception indexa scale least corrupt nation ukraine ranked nd country people support corrupt regime corrupt,2.0
norway member nato since border russia ukrainian conflict excuse war spread truth,1.0
war two government suffering innocent supporting russia fully,1.0
oh dear west level double standard astonishing,2.0
jeleneski responsible must knew russia enmity nato,1.0
democracy man would give begotten son,0.0
way medium antogonize putin knowing full well america cause escalation also comment war quote cringing hard hope one day powerful nation together go america border see reaction write comment,1.0
idk corona dissapear situation,0.0
great thing na nato attack country like syria afghanistan african country one sanction russia whose action focused demilitarize neibhrsthen tonns sanction imposed great going called sensible world leader,2.0
even though dont agree putin usa sanctioned attacked vietnam iraq,2.0
blind plain ignorant see putin start reaction america action weaken russia nato inflluence,1.0
think hard putin nothing wrong invading ukraine he trying protect russia nato u troop come,0.0
flame higher house sun tzu art war,2.0
people putin claim fight hide,1.0
much weaker russia strong ukraine today,1.0
vox happening border bosnia herzegovina serbia two different country shown one huge mistake made editor need corrected,1.0
bankrupt russia living extreme poverty next year putin wasting russia wealth ego delusion version history must already cost billion already cost million year keep chechnya boot imagine much cost keep country time bigger control soon putin dy next year whole region become worst chaos,2.0
hunter favourite corrupt country,1.0
usa russia never existed think world would better place,1.0
holy st trending,1.0
must keep focus st supplying weapon tu ukranian day late delivery nd achieving deputinisation kremilin rd set million russian citizen misery state rththe russian famine may give russian people bleached mind jolt change something themselve th make sure nothing change kremilin resident list keep famine state decade last least enough people dictator living,2.0
putin signed russia death warrant history little man desperate died big one,2.0
state ukraine northern border belarus russia attack card showed definitely wrong wonder picture wrong,1.0
well explained nothing,2.0
putin still think russia highest amount nuclear weapon year brah u x nuclear weapon r keeping secret,0.0
story one sided dont get offended please,1.0
pity civilian used zaleski make human shield protect,2.0
way win war prevent,2.0
god bless rusia,0.0
basically clown stirring thing clown putin,1.0
essentially puttin asked nato stick original agreement stop expanding towards border nato said russia said say decided expand force instead protect border nato see moved force left longer nato would right border russia making military action easy execute barbaric understand fear behind,2.0
largest war since wwii woildnt say syria palestine israel middle eastern country hit daily basis country well nobody talk nobody hears name killing terrorist many killed since ukraine european economic hub every country want sanction russia last time trump shot military general bombardment syria nobody nothing usa sanction single suspension ukrainian leader must gone diplomatic resolve risking life people one pushing button ukraine feel nato,1.0
taliban taken afghanistan back wouldnt surprised putin thing,2.0
make video european society racist,0.0
another war gasoiland money,1.0
mighty american army stand byand nothing,0.0
neil armstrong prominent figure showed talk thing sacrificed life ww democracy neil armstrong remembered history book achievement said word made u proud one small step man one giant leap mankind democratic leader today remembered history book tastelessness unwillingness defend democratic value depth joe biden antony blinken boris johnson angela merkel olaf scholz emmanuel macron giussepe conte kaja kallas krijnis kari one big setback ukraine democracy one giant setback world democratic value salute whole ukrainian people bravenes,2.0
nice summary well presented thx he lost,1.0
tell u thing war continue worst american try help late better early late face red sky,1.0
lot pain europe medium ukrainain people assaulting indian pain ukranian still leave racisum,0.0
war natural resource like usa invading country whatever reason weapon mass destructionterrorist end regime,1.0
putin war ukraine explained western medium,1.0
prayer peace world,0.0
please putin make ukraine wasteland,2.0
worse mistake giving nuclear arsenal military power day people give gun day tyranny begin,2.0
mention bunch caveman afghanistan beat soviet caused eventual fall ussr,1.0
always money im surprised mention pipeline germany,2.0
guess bribe money bidens didnt pay fk ukraine,0.0
youtube usa medium platform could make video nato still exists disappeared cold war,0.0
nato sent back troop,2.0
hard find pronounce kyiv firggin capital country youre attempting geopolitical journalism havent done research else glossed,2.0
usa called peace operation yugoslavia,0.0
see nato america fault,0.0
america invades place termed democracy freedom obvious russia invading mainly ukraine joining nato,2.0
time partner friend europe united state world recognize war ukraine war whole civilized world bombing city destroying civilian infrastructure ruthlessly killing civilian genocide ukrainian people tonight fired europe largest nuclear power plant crime humanity remain indifferent world destroyed ukraine beginning defending freedom much able help u future,0.0
bro boy classmate loooool,1.0
thanks video,1.0
main reason war nato leader eu usa russia would come agreement ukraine nato member war would never start still excuse putin start war nation chance tp prevent,1.0
expecting info good overview guess,0.0
albania wasnt ussr wrong,1.0
explained nothing yo daughter know le video explained,1.0
okay like whyy want invade ukraine war lol sake europe strong expanding,0.0
hindsight full blown invasion ukraine inevitable leading year,1.0
war doesnt solve anything,1.0
agree putin happen russia put military base somewhere near usa usa gonna response disagree war western country always push others choice,2.0
macron going party putler,0.0
russia u one worried come using atomic nuclear weapon history,0.0
suffer people doesnt want people stop war people volodymyr zelenskyy,2.0
u led support israel annexation palestine,1.0
ah another video taught nothing make think learned great job producing million clueless people,2.0
well upto nato result befriending close russia world watch putin know implication arise western force approaching mainland whilst rock hard place chosen negotiate demand though fair must also rekindle unfinished dispute pastwhat concern military action taken russia successful next super power also see fit regain nation territory believe rightespecially know consequent ial detail fall upon westi fear future nation list truly fear face largest military world eg taiwan,1.0
meddling ukraine use ukraine tool russia reason today conflict stop lying,0.0
biggest lie western medium nato defensive organization many bomb nato drop afghanistan syria libya former yugoslavia,2.0
idolization ukraine,1.0
worst thing war civilian one suffer many child didnt expect experience situation,2.0
know u know going may keep ignorant audience slumber actually foreign policy western world,2.0
talking today powerful country illegally invading sovereign country based lie committing war crime oh wait u invasion iraq sorry seriously talking indiscriminately bombing shelling civilian oh wait u bombing ordered obama syria sorry witnessing horrific example national leader targeted government country business country oh wait hillary clinton talking killing muammar gaddafi sorry really want point powerful country bombing another smaller sovereign nation bombing stone age oh wait clinton bombing bosnia sorry causing suffering absolutely terrible wherever may dont ever forget first casualty war truth,2.0
indian news lady put perfectly past colonialism justify modern day expansionism,0.0
putin humiliates closest associate putting student meter away none gut stand man oppose argument hunt capture russian youth put dungeon moscow st petersburg russia way vladivostok student lukashenko help hunt capture imprisons belarusian youth belarusian thought like romanian like country communism would finally enter country democratic system mortal danger last one putin jump reset destroying youngest substratum people belarusian people turning militaristic zone,1.0
two comment year putin hasent learned anything holycost war feed war,1.0
zelensky acomedian along time go,2.0
see nato provocing russia,1.0
eu invasion barbaric zelenskyy send troop eu,1.0
useless video vox made probably compiled child,1.0
money grab video,2.0
ukrainian president know feel war country one muslim attack afghanistan syria kashmir iran iraq palastine muslim india,2.0
russia good world war happening palastine syria kashmiriran iraq muslim india muslim support russia,1.0
biden responsible war ukraine president foolish,1.0
expected vox show true picture story much one sided,2.0
isnt explained cry loud give explanation russia doesnt want nato border remember cuban crisis whole world flipped video demonizing putin without explaining root cause,2.0
appeal kind decent sane peaceful people planet whether like information take consideration think european country friend ukrainian brother today difficult situation developed entire european space must understand united state unleashed confrontation leadership united state european many country criminal leadership ukraine knew russia would never allow nato bloc enter territory ukraine knew deliberately went two fraternal people pushed forehead together people dying turn ordinary citizen ukraine russia really attacked russia forced protective measure necessary urgently intervene otherwise army ukraine punitive nationalist battalion would destroyed people donbas already suffered shelling year would go native crimea therefore negotiation belarus lead nowhere negotiate work united state war main goal like turning two green traffic light intersection united state causing economic damage russia whole europe corrupt ukrainian leadership stir confrontation last instead calling people lay arm well aware awaits understand russia came russia never attacked anyone history defended important extinguish blazing flame soon possible instead european go fight ukraine supply weapon understand could end guess black everything happens thanks country populated refugee united state bombed dozen country dropped atomic bomb peaceful city usa main enemy whole world blindly believe figure disgusting deceitful video flooded internet million video show prove truth,0.0
video pointed although stated many fact left many key component ukraine targeting civilian separatist region even cease fire agreement also mention bio weapon lab funded completely u dept defense nato world police though thats globalists pushing,1.0
ukraine stay neutral none would happened,1.0
good video really tried objective havent shown russia want nato door step think russia valid wanting nato troop missile border listened,0.0
nato alliance ussr satellite nato enemy doubt russia enemy constantly getting closer border zelensky go public return nuclear weapon ukrain join nato nobody care concern would would wait nato surround threaten existence sovereign country would fight enough courage nato want push russia corner see result matter ukrain matter survival,1.0
beg support peace ukraine stop putin,1.0
stand russia russia love india,2.0
basicallyf u putin,1.0
west always creates problem world name development democracywhen come national intrest fare love war war solution option,2.0
fairly certain last video showed president proving left showing friend street capital ukraine lad,2.0
nato responsible war wanting convert ukraine nato nation,2.0
ukraine russia europe putin one want part russia,1.0
reson behind war wouldve never happened everyone mind business,1.0
ex girlfriend someone elsegoing war get back change mindyou move mr putinyou cant force people dont want,1.0
possible single person world could take power putin,0.0
nobody explained video russia dont want ukraine join nato wont u spy military outpost right next border russia like privacy especially u peeping right form next door,2.0
people find real truth people start support russia,1.0
use common sense trending pentagon want would never let real truth trend,2.0
western act like angel haha root cause,1.0
u china simply agree divide russian federation half siberia chinese zone responsibility urals least current border europe central part russian federation national republic tatarstan kazakhstan,2.0
support russia,1.0
acknowledge video short missed many point also want say majority people might new european history video concise accessible emotional well done vox,0.0
wish could find way help ukraine need help get,2.0
th century st ideology collided,2.0
protest around world except nato country bcz russia soon western europe people free happy,2.0
site telling half story,2.0
person defeat western lying hyena,1.0
say ukrane wanted join natoits true nato wanted ukrame nato worksjust look map,1.0
go get help putinyou old sick,1.0
youre lying wasnt president killed people,1.0
sad world stand let militaryindustrial complex continue use politics fill pocket trillion dollar endless war afghanistan end ukraine begin probably go ten year cost trillion end putin nato probably colluding west sharade cost life maybe thousand people like small price pay massive return lockheed martin corpraytheon technology corpgeneral dynamic corp etcif ufo please put u misery,0.0
think putin fear nato eventually invade russia since gaining almost europe thing european country joined nato peace thats part putin cant achieve using violence end disaster ppl lose even trust,1.0
longer realy warwar warrior battle thuth kull hoping fall invole depopulation,1.0
love ho everyone call putin war actually bidens war biden profit,1.0
stop nato playing people life,2.0
video didnt talk nato russia treaty nato would expand east germany nato broke treaty time additionally ukraine never followed minsk ii accord kept killing separatist russia wrong attacking ukraine nato ukraine also wrong breaking treaty,1.0
ukraine used nato crime humanity called civilized democratic country,1.0
noone want talk oil found black sea,0.0
seems like nato using ukraine guinea pig know enemy russia,1.0
heartbreaking share history even speak language peace oh lord,0.0
putin right nutshell f people f soliders especially f ukraine history,0.0
putin sir dont leave well enough alone uk find nice woman go camping call troop world peace answer,0.0
ukraine hard ready sacrifice liveswhy going western contented independency ownwhy keep joining nato licking u shoe friend neutral russiato gain powerwhyus using attack russia people suffer big timelook clean kind helpful u timethats manipulate country gain powermore power control everythingwhy didnt see comingthats easy manipulate,0.0
vox mean putin war russia explained putin war russia interpretated according worldview year old instagram influencer like content,1.0
stand russia p dont like war country neither im ukrainian people american european country nato hypocte double standard islamphobc bombed muslim country year killd million innocent people theyre ukraine america destruction,0.0
lot true said dont want go datils thanks vox,2.0
correction russia didnt invade ukraine nato invaded ukraine massive natural gas reserve,1.0
dont need explanation see intentional targeting civilian see whole nation destroyed see assassination attempt see person attacking nuclear plant dont need explanation,1.0
make video ukraine dammed river russian civilian murdered daily ukraine since least show whole story,0.0
weoponized banking,1.0
meanwhile student country including indian student mistreated ukrainian border ukrainian soldier tell u country peace praying protesting,1.0
forget cyprus invasion turkey maybe invasion happened past,1.0
putin downfast,1.0
nato place military force ukrainian border near russia russia cant western hypocrisy everyone,1.0
let get straight seems like everyone invasion ukraine nobody willing anything russia lot nucluer weapon u invaded iraq destroy leader sadam housain say iraq weapon mass destruction know never yet u nation want invade russia take putin proof knowing russia weapon mass destruction every country afraid russia nobody going take putin sit back watch mad man putin thing dont get,1.0
looool forgot west germany draw influinced area west,2.0
half cooked story lol,2.0
putin found dying worried would forgotten,1.0
russian ordinary citizen dont want war want peace didnt start war president country people imprisoned commenting social network nevertheless go peaceful rally want war end ashamed russian dont want apologize nationality westerner hypocritically youre infringing russian world nationality although arent blame war double standard one hand show tolerance infringe upon u nationality wish u death,1.0
ukraine worth risk,1.0
blame nato expansion,1.0
nato responsible war nato pay love russia bangladesh,1.0
like corona wasnt enough trying putin,1.0
ukrainian president comedian every sense man care theatrics citizen,2.0
finnally vox talking subject,0.0
war honestly think russia security legitimate concern europe reached middle ground doubt america would go war situation happens backyard many detail missing video one sided narrative,1.0
kind obvious didnt invade estonia latvia,1.0
putin like well nato going bit genocide covid going bit war ukraine,1.0
ukraine joining nato like cuban missile crisis america stop war officially rejecting alliance ukraine member nato nato military org u bos bos want war happen solidating u dollar hegemony also disturbing peace euro,2.0
mean russia demand nato stop away u thats right ukrain pawm whole war usa also responsible russia russia proteceting country nato expending stop mean future world war happened russia power nato putin right whole situation usa responsible u reading may thing russia russia stand ukrain,2.0
survive covid inflation need survive war need peacefully development war,2.0
done well explaining topic russiaukraine website mean article clear sharp tendency enjoy reading video journalistic quality decreased feel like another cnn fox news video come guy better,0.0
youre saying nato west forced putin hand attack getting closer closer border correct,1.0
least vox mentioned conflict started nato pulled closer russian boarder,0.0
previous president fault,1.0
fault nato u pushing close russia,0.0
russia becomes embroiled war long run face resistance ukraine antiwar demonstration country could strategic mistake moment fury eastwest war breaking europe postcold war system crumbling,1.0
dear vox forgot mention minsk peace treaty plus befor present war russia demand nato border would move back russia demanded ukraine would remain neutral join nato usa would able place th navy fleet missile russia border,0.0
accept islam religion dont forget allah creator created thing,1.0
may find staring barrel message europe,1.0
uk surely would know barbaric smaller nation would like think real hard describing someone else,0.0
ukraine state failed government overthrown armed protestors,2.0
feel sad ukrainian understand putin wanted protect territory way harsh believe every country freedom choose path whichever feel grow good people stop tear vox,2.0
well didnt explain nothing didnt talk water situation crimea economic situation ukraine joining cause problem culture shock complication negotiation happening since much le treaty russia ukraine ukraine would militarise allow move nato weapon border even le completely fail talk narrative used excuse invasion simply cannot believe difficult say implication ukraine joining nato much le explaining something simple tension building year understand would long video calling explaining simply dishonest western vision happened much explaining said hope conflict end soon conclusion doesnt involve anymore escalation,2.0
cite attack show placement attack city conflate already terrible atrocity show fact story want build,2.0
nice russia cant stop supply europe company gazprom start making europe feel safe conrad russia mexican open land weapon military base open nato europe russia america long live mother russia ally,0.0
protest sanction political speech stop war history shown u dictator surrender force nuclear war horizon turning back,2.0
come muslim country bombed attacked outcry like im putin blonde blue eyed people feel feel living refugee camp,1.0
isnt ironic vox youtube chanel created exactly time ukrainian crisis started end beginning man guy good suggest guy watch secretary state political affair victoria nuland leaked conversation american ambassador kiev show direct proof u behind creation new government kiev back u main character framing dragging russia proxy war ukrain,2.0
jesus christ called people everywhere repent therefore confess lip lord jesus believe heart god raised dead saved inherit kingdom heaven eternal life told people good save heals liberates give eternal life,2.0
war new world order crime putin war,1.0
think putin eukrain think,0.0
give ukraine stop killing,1.0
shame called vox since spain vox ultra right wing party,1.0
clear video west one start war russia barely defending country keep west marching closer form alliance russia border,2.0
hate thing called economic sanction western starvation terror tactic,2.0
please watch video amit sengupta,2.0
putin bad guy america nato evil one trying rule world,2.0
power people god bless america,0.0
fact missing,1.0
video bit brief discussing complex problem kinda disappointing,2.0
fully expect people put flag ukraine bio put flag yemen somalia etc bio,1.0
wanted find russian escalation ukraine saw clicked noticed vox pas hard pas next time im looking someone tell narrowest thinnest slice possible situation far left point view ill go vox comment much lesser extent fox right id like story full however ill even waste time,1.0
many ton confiscated gun weaponsfrom criminal action usa sent ukraine,0.0
usa fall sooner forever,0.0
one understanding american dominance world gonna weaken russiamaking america inevitable,1.0
america really genius actually planning something either badno use smart strategy world see hero country bcs control medium aswell lol,1.0
solution delayed nato u fueling fire disgusting,1.0
one talk donbas ukrainian gouverment killed civilian east since,0.0
look like let give credit russia helping defeat covid move covid away medium spotlight lol,0.0
really appreciate work everyone channel produce video watching horror unfold soulshattering seeing video destruction carnage listening interview people fleeing across border one broke yr old woman said rest family stayed fight sent away telling someone survive still human,1.0
vlad impaler putin going stop get want get defeated militarily forced capitulate,2.0
may god peace end war,0.0
funny report local saying ukrainian army bombing kiev blame putin,2.0
im still trying wrap head around seems putin anyone shoe would west done world,0.0
im curious least one russian involved process creating video especially crimean far region mentioned seems like onesided view,2.0
europe wake biggest nuclear power plant europe fire right moment russian tank firing nuclear power block,2.0
perspective christianity wage sin death premise consequence sin death descriptive prescriptive consequence sin separation god god life separated life lead death wage sin death merely describes happens sin brought forth god mix sin water mix oil premise sinned therefore currently face separation god life state decay cease exist premise wage sin death therefore descriptive term god isnt cause separation rather action statement describes sin consequence premise incurred sin debt christ propitiation accept thus atonement sin order reconciled back god ie christ paid sin debt nothing magical took punishment deserved took place paid wage sin ie death death sacrifice cross u roman confess mouth jesus lord believe heart god raised dead saved heart believe justified mouth confess saved,1.0
america called providing independence country called invasion,1.0
usa invaded afghanistan vietnamiraqkorea,1.0
