Comment,Like,Dislike
its all because of nato,0,0
"Nobody is coming to help them. Putin knows and had calculated the risk.
Ppl now should know no words, prayers , what nonsense sanction, what the useless UN says. Nothing will change as to what is eventually to happen. South Korea and Taiwan had better learn something here.",0,0
Thank you,0,0
"Hmm…. A place that is being attacked, occupied and civilians are getting killed. Sure this isn’t Palestine, Kashmir or Syria?  Where’s their aggressors sanctions?",0,0
"This video is not true,you make it just from point of view from west media reports,but situations in field is way different,russian president belive or not realy protecting Russian people,and Ukranian and Russian people ist one people,one naciot",0,0
Brit calling someone barbaric? that's rich,0,0
"so true ,putin's war",0,0
Before i dive in to this video. Is it objective? Yes or no?,0,0
biggest war in Europe since world war 2😂is this some joke,0,0
"A peaceful democratic vote in crimea voted to join russia. The US AND EU ignored this and ukranians started killing pro russian ukranians. 

This video is one sided propoganda.",0,0
War is not the answer in any situation,1,0
Doesn't anyone remember the Cuban missile crisis？,0,0
"Incredible documentary. Best i saw on this so far.
But you missed out Putin's attack and same tactics in Georgia.",1,0
And this is how the end of planet earth started…,0,0
Putin is a Great strategist way I see it.,0,0
This reminds me of how that one country killed off the Indians to take over the land,0,0
Have you guys ever documented about Syria like this never You guys didn't do it because they are Muslim and there's a true fact,0,0
Beast!!! He must pay!!!,0,0
Long live the Ukraine🇺🇦❤️🏴󠁧󠁢󠁷󠁬󠁳󠁿,5,0
"The Russian Army is old, heavy, slow and  lacks agility for street war",0,0
"Glory to Russia, USA started each war in this world. NATO also, they are killing people everywhere.",0,0
"An obvious lie.  Why, in your opinion, should Russia take the countries of Eastern Europe?  Where the population clearly does not speak the same language with them.  Explore the issue in more detail.  Browse the Russian Wikipedia of the times of the beginning, look at the Russian Wikipedia page ""Euromaidan"" and then draw your own conclusions.  Don't worry about the inaccuracies of Russian Wikipedia - there may be inaccuracies, but the Russian state does not change Wikipedia pages, therefore it does not know how.",0,0
STOP THE WAR STOP THE KILLED YOUR BROTHER'S AND CHRISTIANS COMMUNITY PLZ,0,0
"_CALM DOWN_ Folks!

It's Not an ""invasion""...

it's a *PRE-EMPTIVE* STRIKE
🤣🤣",1,0
I noticed that they refer to russia as putin,0,0
Putin Russia like women....*,1,0
"The US, you can follow and support MR. ELON MUSK for a better future.",0,0
Putin muss hard bestraft werden für diese Aktion!!!!!!,0,0
Never trust Russians,1,0
Minsk agreement?,0,0
"NATO has made :
14,500 dead in Libya
165,000 dead in Afghanistan
224,000 dead in Syria
1,200,000 dead in Iraq

It didn't shock anyone.
None of these countries has been sanctioned.

Russia starts a war in Ukraine and leaves barely 200 mostly military dead that everyone is shocked.

Does NATO has a moral grounds to rebuke Russia?


we stand with Russia 🇷🇺🇮🇳",0,0
This is totally out of desperation from putin.. He thinks he can have everything...,0,0
Is that made by some kids?,0,0
I like russia,0,0
This video is too simple that basically say nothing,0,0
"CIA : ""Good, all good.""",0,0
Ironically Putin himself was the one who move Ukraine closer to the west than ever before.,0,0
"This is a Russian liberation of Ukraine, historicly Russian land, by neonazism. Only the western media is targeting this as an ""invasion"".",0,0
"IMAGINE BELIEVING VOX FOR ANYTHING... 

PS
STEM FIELDERS RUINED THIS WORLD WITH THIER NAMELESS RELIGION",0,0
"Its a reasonable price that they are paying after dropping their own nukes in 1994 and daring enough to call nato to save them, Being Neutral could have save them but for now time has gone",3,0
America is crezy,0,0
"One thing i do not understand, how can poland and many other Eastern European countries join NATO when geographically they're not on the shores of the Atlantic ?",0,0
"Putin, very carefully, chose his timing to attack Ukraine. With the world reeling under Covid, most of the countries would be weak economically to impose any significant sanctions on Russia. This plays similar to Great Depression when countries were burden with huge debts and economic recession.",6,0
Ukraine got what it asked for! Nothing more than that!,0,0
Everybody seem care about Ukraine but only a little care about a military operation by the west to middle east and Africa,0,0
"All talk from the west, as usual they do nothing to stop evil men, conducting evil deeds.",0,0
Slava ukraini. Russians come in ukraine as soldiers and are leaving in body bags,0,0
Putin takes fast decesion,0,0
I pray for Ukraine,0,0
"was hoping you would go more in depth. this video is just surface level covering 1 topic, nato...",0,0
This video is more of opinion than facts.,0,0
Russia go home !!!!!! Slava Oekraïne,0,0
"just crying. I love this video! 

On the map it looks like Putin is taking something back, what Europe took once from him. But no one forced other countries to join europe. The people decide what they want.",5,0
"Correction: this IS NOT Europe's largest war since WW2. In the 1990s there were the break up of Yugoslavia, which was caused directly by the USA, European Union and NATO.",1,0
"Now you know how we feel when we see our brothers being slaughtered and brutally murdered by israel, US & india for a very long time now
I condemn violence wherever i see, russia should stop and so do USA,Israel & India",0,0
Heyyy. Also make video of Israel aggressor to Palestine..,0,0
It was Russian once upon a time dont for get that people,0,0
Russia origanl super power not america super power,0,0
"W
Documentary on Netflix called ""Winter on Fire"" shows how the whole 2013 deal unfolded in grave deal. It was extremely shocking to see, but definitely not as shocking as what is happening right now.",0,0
Wow. To hold such power over the world. The russian president has surely gone mad.,0,0
Russia super power,0,0
I love you putin,0,0
"Does Putin, leader of Russia, the largest nation in the world, really think Russia is too small without Ukraine?",0,0
peace in the world... from Indonesia,0,0
Putin origanal super power,0,0
China probably said to Putin you go first! P.s. you guys dictatorship. Days are over stop wars!,0,0
Watch RealLifeLore's video on the subject for much more information,0,0
"Some kindergarten search would help you ""discover"" that the biggest war in Europe after WW2 was the Yugoslavia civil war. Just 5 minutes search on google for gods sake",2,0
"It is weird that YouTube recommended me the video ""Nuke a city""  after this one.",0,0
The explanation is simple money and power. The end.,0,0
"Oh Vladdy Daddy, I think you need a snickers 😘",1,0
"For all those hypocritical leaders of the west that are speaking out in defence for  Ukraine , where’s your support when Israel bombs innocent children and women Palestine and Gaza; when Russia has made Syria a war zone?? You speak to defend democracy but really all you’re doing is manipulating post imperialistic ideals to further an agenda which benefits an infinitely minuscule, elite percentage of the population.",2,0
"In 1986, Filipinos took to the streets and kicked dictator Marcos out to exile. Why can't the Russian people do the same to Putin if you guys are against his war?",0,0
"Sometimes, surrendering isn't cowardice. It is better to surrender now and avoid loss of life and bloodshed than wait for the russian army to annhilate your country. The world isn't gonna shame ukraine for surrendering. It is a far far smaller country compared to russia. The whole world knows it wouldn't have stood a chance either way. Why fight and endanger your civilians? Russians cannot possibly rule ukraine for long with a hostile civilian population anyway...",0,0
🇺🇦♥🇷🇺 Peace for the people,0,0
"0:48 wrong, there was a horrible nationalist genocide in the Balkans in 1992, also in 1992 in Moldova there was civil war!",0,0
Nobody blames the West. Their promise was not to move an inch towards East to Russia. But they overran their own words and started allying eastern european countries in NATO to setup a military base as close as possible to the Russian Border. It is okay for US to install Nuclear base in Ukraine but its not okay for Russia to do the same in Cuba. What to do expect when you are the ones playing double game?,0,0
I love Vox.,0,0
"Largest war 😂? In my country and Cambodia, the US bombed more than they did in ww2",0,0
we need to support Russia to fight evil NATO,0,0
"I think the picture isn't full without showing Nuland, Baiden and etc. participating directly in the Ukrainian events in 2004, 2014-2015. Why USA's high rank officials physically arrived and support protesters to vanish legally elected government?  So you should put these corrections into you video...",0,0
7:33 they opened their borders for white civillians only* (I fixed it),0,0
"When NATO invades and commits casualties we don't talk about it, we throw it under the rug. When they illegally invaded Serbia and bombed it with depleted uranium for 78 days it was called a ""peace mission"" right? And the Western media did their best spreading lies in order to vilify the Serbs and present them as the bad guys, once again in effort to justify US and NATO atrocities and terroristic behavior. The hypocrisy and double standards of the West never cease to amaze. Syria, Iraq, Libya, Yemen, Serbia, Afghanistan, Pakistan, Somalia and the list of ""Western democracy"" goes on and on...",1,0
So with Putins arguments the U.s.a. Should take over canada.,0,0
Map at 0:30 is incorrect - Russia has not attempted an incursion from north-western Ukraine.,0,0
"Wow, hope the same efforts will be shown for Africa!!!",0,0
What about Ukraines war on its African people???,0,0
You lier . you forgot USSR history. Once Ukraine is also a part of Russia. USA want to deploy nuclear warheads near Russia border. So Russia did not tolerate this . And attack Ukraine.,0,0
America done more wars even more brutal than russia,0,0
Politics has caused this war.,0,0
"God bless Russia, 
It needs to protect itself from the US bullies.",0,0
You lier . you forgot USSR history. Once Ukraine is also a part of Russia. USA want to deploy nuclear warheads near Russia border. So Russia did not tolerate this . And attack Ukraine.,0,0
"Putin will go down in history as an evil murderer!!!!
If there is a God, which is hard to believe that there is, I hope Putin gets what he deserves!!!! In life and in the after life!",0,0
This seems like an opinion piece and will be treated as thus.,0,0
Proof that humans are overrated primates,1,0
NEED TO DESTROY RUSSIA AND LIQUIDATE PUTIN,0,0
"love the argument of America being taken from the natives...since the beginning of mankind, that's how it works. if you want something, you take it by force...and yet still to this day, that's how it works. Russia wants the land so they're taking it by force.",0,0
why is the media not showing the racist Ukrainians? Why don't they show how much damage NATO has done to Africa? Why dont they show this from Russias side (fear of NATO)?,0,0
Hey Quick Question: If Texas Decided to be their own county I don't know let's say like Ukraine.. do you think The Government would allow it? or would they slowly surround it with the army then slowly take it over?,0,0
"Every Country or any Country has a right to  provide Weapons, Missiles, essential commodities for Ukraine.
Putin killing Russians soldier indirectly.",0,0
West will support Ukraine to the last Ukrainian soldier,0,0
"If you want to know more about this conflict, I would suggest 'why russia invading Ukraine' video by reallifelore",0,0
"This is too ukranian article. Without looking the other aspect from russia, how history keep going to pursue russia declare an invasion.",0,0
The root cause of this problems is THE UNITED SNAKES OF AMERICA....,1,0
🕊️🇺🇦🇪🇺,0,0
You failed to mentioned the real hidden hands behind this happened. You are just a  pro-western rhetoric media.,0,0
"most serious people are trying to understand and interviewing experts in war, and you did already explain….",0,0
VOX NEVER REPORT ANYTHING FROM NEUTRAL POINT OF VIEW. THEY ALWAYS TAKE A SIDE.,0,0
"If Nato and EU didn't want to expand, this wouldn't happen.",0,0
"So, you decided to keep silence about what has been happening for eight years in DNR and LNR, you also didn't say about massacre in Odessa in 2014",0,0
"ONE EXPLANATION: NATO came to close to Russia in Ukraine, as Russia came to close to the US in Cuba. That's all.",0,0
"I hope everyone is okay in their own country, I hope volodymyr and vladimir are getting along together and fix all the house, hotel and more.",3,0
Was expecting this video since the start of the invasion.,1,0
WeStandWithPutin,0,0
This video somehow ommits to explain russia's side of the story and sympathizes with Ukraine. We thought your media was one of the best in terms of fairness of reporting...,0,0
"All the world countries= european coutries
World leaders = european leaders
Stop including the rest of the world in petty europeans eternal wars",0,0
Failure,0,0
"Dear Vox, you missed one very important thing. Since 2014 in Donetsk and Lugansk regions more than 10000 people were killed by nationalists, cause residents there did not want to join Europe and NATO. Everyone just turned a blind eye to this blatant violation. For all these 8 years, Putin has wanted to ensure that genocide stops on the territory of the aforementioned regions. Multiple attempts have been made to deal with this democratically, but nothing has been achieved. This is an undoubted danger for people, since the nationalists were radically against everything Russian. It is for the above-mentioned reasons that Russia had to take such forced measures and launch a ""military operation""",0,0
How can this be Europe’s largest war since World War 2. Have you all forgotten how Yugoslavia ended?,0,0
I STAND WITH RUSSIA.,0,0
let peace prevail,0,0
"what about Iraq , Iran , Kuwait , Syria and Palestine",1,0
Am I the one who's wondering why NATO waited until innocent people died and displaced by that Pig called Putin.,0,0
Wait so Putin started this war to gain a Ukraine or because of the NATO right outside his border?,0,0
"so from what I understand, the ones who started the war are actually the west, because they refused to back out from expanding to the east",0,0
"Don’t mess with Mother Russia 🇷🇺 💀. I seriously think that Putin isn’t kidding when he said he will do something to anyone who tried to interfere, he’s gonna nuke them !",0,0
Putin kamina hai...,0,0
Vox when US invades Afghanistan and Iraq: 🤧,3,0
If USA stop interfering in other countries internal issue world will be a much more safer place than what it is now.,3,0
invasion under the pretense of peacekeeping .... sounds so american !,1,0
Slight correction: This might only turn into Europe's largest war since WWII. Right now however it is the largest war since the Yugoslav Wars.,4,0
No mention of Ukrainian Natural gas reserves? That might be a factor also?,1,0
So NATO first reached Russian's border threatening Russia and everyone blames Putin for that?,1,0
Yes but no mention of Ukrainian Natural Ga,1,0
You've explained just a small part of Ukraine's history starting from 18th century. And that sound like it was not existing before. But Ukraine was born long ago before Russian Empire. There was a swamp on a place where Moscow is now when Kiev was already a great developed center of trade.,6,0
why don't NATO invite Russia to join them?,2,0
"F ukrain f Europe f usa
Long live Putin!",2,0
"War will be over if the talk fails today, as Russia will capture Kiyv by Sunday!",1,0
"So why did the EU reject Ukraine membership request?
It's now a confrontation between Russia's Jesus versus Nato's Nature's god. But Jesus always wins His battles.
The Meccan pagans come to mind.

NATO is nothing but a confederate of Apostate nations clocking their apostasy in some terminologies such as  freedom, democracy, liberalism and blah, blah, blah, blah, blah...",1,0
what about the yugoslavian war??,1,0
I love you putin,1,0
Putin be like I m permanent,1,0
"It must be funny if they ignores russia nuclear threat, and then russia really did it


Suprise Pikachu Face 🤣",0,0
"Oh, don't worry guys! Vox will explain it to us, Go ahead Vox! . . . I'll fact check",1,0
"Well,I suggest that Putin says to the world ""oops! I went Funny in my head, but I'm O.K. now.""",1,0
"I don’t get why does the world punish the Russian people for this war, lots of Russian students in Europe are expelled and deported from their universities. They’ve done nothing wrong. This war started by the Russian government, not the Russian people.",2,0
I didn't get any new info Vox. We all know this. Poorly documented video by your standard.,1,0
Putin is a mad man. He should be put in a straight jacket.,1,0
"Poor bleu eyed blond hair 💙  we have to do something fast, evacuate them first, this is not africa or middle east ...",1,0
"We all know how scary Russia is because they have great weapon arsenal in their hands plus those nukes... I don't think Russian govt does care about those sanctions as they really are serious about these INVASION. I just hope this conflict will end as no one wants war, as the civilians are the ones who are being affected so much by it",1,0
Ok so don't corner a wild animal.,1,0
There's no explanation. Just a timeline.,0,0
"There is no need to falsify the facts.  Ukraine is an integral part of Russia.  Its accession to NATO poses an existential threat to the Russian nation.  America occupied Iraq, thousands of kilometers away from it, under the pretext of its security people.  Russia has the right to defend its interests",0,0
Great video... Ukraine 💪,1,0
"When civilians join military and attack Russian it's ok but 
When Russian attack civilians it's becomes war criminal",1,0
0:30 the same map as in the thumbnail - is this accurate? All other maps don't show any forces from the north-west of Ukraine,2,0
They speak the same language and they are enemies it doesn’t make any since,0,0
I was literally waiting for this channel to upload this video for the correct information.,2,0
"Only 1 way to win this once and for all, face down that nuclear threat head on",1,0
There is more to this and American knows better.,1,0
"Why is putin, not on the front line like Ukraine president?.",1,0
So basically this is a continuing conflict between west capitalism and east communism-socialism where the east side is trying to keep a strong positions although it’s loosing its previous partners,1,0
Such 1 sided and lacking a lot of history and details of why this happened. If you guys want a full breakdown from the very very start you guys should search Professor John Mearsheimer a scholar who spent his life studying international geopolitics,1,0
i will break it down for you. Nato Expansion and Regime Change( from the country which changes a lot of regimes nowadays) at the beginning of 2014 and then supporting party swoboda and groups like azov batalion.,1,0
This might end with Putin nuking Ukraine out of spite.,0,0
what about palastine ?????    Can you speak about it  ?,2,0
"“Ukraine on fire” by Oliver Stone, 2016.  I like that investigation more.",2,0
"The media is all over my phone telling me russia bad. But were really quiet when iraq ,  afghan kids dies from American carpet bombs. I hate American media with a passiom",3,0
"I sympathize with Ukraine n feel sorry for the civilian population however Ukraine sent the largest military contingent to Iraq as part of NATO forces, it's like a karma which will hit u if u wronged someone!!! Prayers 🙏🙏🙏 for peace for all not just for Europe!!!",2,0
Next video: why world war 3 is inevitable.,2,0
"The whole Nato expansion is what really caused this....if Mexico all the sudden said they were going to join the Warsaw Pack and become a partner with Russia,  America would immediately consider that an act of war. Ask Cuba how that worked out for them.",9,0
"Putin's war in Ukraine, explained, in a very nato point of view😅🤣",1,0
Can NATO just disperse? For what being joined or not?,0,0
Are Ukrainians and Russians similar genetically?,0,0
If nato wanted it could expanded into Africa,1,0
Why does everyone mispronounce Kyiv?,1,0
I hate wars 😒,0,0
This is absolutely one of the worst and incomplete run downs of why  Putin attacked Ukraine. It leaves out so much that you can only conclude that Vox left it out on purpose to sway people.,2,0
U are missing out vital information,2,0
"Double Standards:
Black people not allowed to leave Ukraine.
The new coverage was not the same when Israel invaded Palestine and still killing and arresting innocent people.
This is your so called ''Civilized Europe''.",1,0
This is not Europe's biggest war since World War 2. How can you lie like that?🤦‍♂️,2,0
"War is sad, and the most unfortunate thing is common people suffers. I do feel sorrowful to others in other countries as well who had to face the same, however it was called terrorism then. Beautiful countries like Iraq and Lebanon were destroyed in the name of terrorism and what did the West gain? Money and muscle power always win.
Families lost and heart broken, people losing their body parts, why didn't the whole world unite against the West then.
 My prayers are with all those who have lost, all those who are suffering.",167,0
Can you even imagine reversed scenario where Russia would have army base on the border of Mexico and USA? I can't.,10,0
"if russia doesnt invade ukraine, ukraine will almost definitely fall to nato, and according to what happened in ww2, losing ukraine would make it a lot easier for western troops invading from the eastern border of russia. it will also limit russia's trade route, still eventually harm russia's economy. this is just like how the versailles treaty left hitler no choices, putin doesn't have many choices either. they cant let ukraine fall to nato. thats why they have to invade. 

so whos fault is it? i would say its the pro-european ukrainian government. they shouldve either signed the nato agreement a long time ago or turned to russia. doing neither puts their own people in a dangerous situation, while at the same time triggering putin.",3,0
Stop putin!! Help Ukraine 🇺🇦!!,1,0
Why isn't Kosovo in the map?,1,0
Just let russia join NATO and peace achieved 😉,1,0
"These are not sanctions, but special economic operations !",2,0
"Is vox pro west? Is feels like rusia is bad one, why not Ukraine join rusia problem solved",1,0
"Я очень хочу обратиться к простым украинским людям, и очень надеюсь, что автор этого канала не будет против.
То, что происходит, ужасно. Этого не должно быть. Никто из нас этого не хочет. Мы всегда считали и продолжаем считать украинцев братским народом, несмотря на все, что произошло за последние годы. Отдаете ли вы себе отчет в том, сколько оскорблений нанесла Украина России за эти восемь лет? Вы придумали войну и восемь лет кричали, что доблестно сражаетесь с нами. Мы терпели. И продолжили бы терпеть. Если бы на Донбассе не гибли люди и если бы ситуация не обострилась до крайности.

Сегодня вы видите наши танки. Ответьте себе на вопрос: с кем же вы воевали все эти годы? И что бы с вами сделало за такую риторику любое другое государство?

Наверняка вам кажется, что то, что сейчас происходит, ужасно несправедливо, и так оно и есть – ведь вы никак не ассоциируете себя с действиями вашего правительства. Ведь где правительство, а где мы… Это они там воруют, резвятся, принимают странные законы и заигрывают с НАТО, а вы просто живете. Почему вы должны из-за этого страдать, если вы все равно ничего не можете сделать?

Страдать вы, конечно же, не должны, и этой спецоперации не должно быть – да, для нас это не война, а спецоперация, потому что мы вам не враги. Подумайте сами, кто вам враг – те, кто прячут свою технику в жилых кварталах и используют вас как живой щит, или те, кто мог бы давно зачистить Киев и Харьков (не говоря уж о том, чтобы просто разбомбить их к ядрене фене), но по каким-то причинам до сих пор этого не делает, стремясь всеми силами избежать кровопролития?

Но в том-то и дело, что вы не можете ничего сделать с теми причинами, из-за которых все это началось. А между тем, все очень серьезно. Ваше правительство заигралось, и это уже не просто стало угрожать нашей безопасности, но и перешло все мыслимые границы. Хотя, возможно, вам изнутри казалось, что все это очень весело и «весь мир с вами», хотя по факту весь мир использовал вас. Неужели вы этого не видели?

А теперь переходим к главному: если вы сделать со своим правительством ничего не можете, а делать что-то нужно, то какие еще варианты у нас остаются? Мы спокойно приняли то, что вы выбрали путь евроинтеграции – это ваш выбор. Мы терпели, когда вы кричали, что вступите в НАТО, хотя это прямая угроза нашему существованию. Но когда ваш дурак стал кричать, что сделает ядреную бомбу и вернет Украине ядерный статус, нам пришлось решать этот вопрос.

У нас нет цели присоединять Украину – упаси господи. Разбирайтесь сами с долгами, которые успели набрать. Живите как знаете, наверняка ваши новые друзья вам помогут. Ведь помогут же, да? Всегда ж помогали? Притом безвозмездно и бескорыстно? Обратите внимание – они накачали вас оружием по самое дальше некуда, но не отправили ни одного транша гуманитарной помощи. Может быть, это повод задуматься?

Неужели для вас не очевидно, что вас используют как плацдарм для наступления на Россию, и что война действительно ведется – но не Россией против Украины, а Западом против России? Вы понимаете, что Америка будет воевать с Россией до последнего украинца?

Понимаете ли вы, что весь украинский национализм – это результат долгой и планомерной работы заокеанских специалистов, и что на это были потрачены очень большие деньги? Если у Украины и есть какие-то исторические терки, то не с Россией, а с той же Польшей – вспомните, с кем воевал Богдан Хмельницкий.

Так зачем вам все это? Цель спецоперации – вернуть Украине нейтральный статус и навсегда закрыть вопрос о вступлении в НАТО, а также избавить вас от нациков, которые, вероятно, вам самим давно надоели. Это не ваша война. Уж точно не против нас. Это наша общая война против тех, кто давно оккупировал Украину и сделал ее своим плацдармом.

Что вы можете сделать? В идеале – формировать общественное мнение. Я понимаю, что это сложно, поэтому как минимум не верьте вашей пропаганде и берегите себя. Мирного всем неба.



P.P.S. И еще одна просьба - вспомните, за что воевали ваши деды. А также с кем и против кого. И на чьей стороне был Бандера и прочие военные преступники, которых вы нынче героизируете.

Лаборатория Гуманитарных Технологий",4,0
Question: why does no politician call Putin a criminal in Television or other media? He attacks without being threatened by Ukraine? I just don't understand why they keep having so much respect for this criminal?,0,0
Croatia produces moduels in Đuro Đaković for the t72 tanks. So be aware that if more than 90% of those tanks are destroyed they will go invade Balkan over Srerbia. So the fate of Balkan is determined by Serbia. Correct me if im wrong,0,0
"I am really amazed to see how media influences to think one side is bad and the other is good.... I just want to ask... What right does an American get to say anything about peace... May be they have forgotten... Vietnam, Afganistan,Iran,Yemen and ofcourse the uncontrollable and unstopping military dominance over every other country.... Really shame on you...",14,0
"You omit to mention the Crimean referendum where 97% voted, the vast majority 70% + to join Russia. or the Declaration of Independence by Donetsk & Luhansk .",9,0
"""This is Europe's largest war since WW2.""

This is NOT TRUE, VOX should stop playing with information at personal profit. Yugoslav war was in europe and it was larger, with more casualties so far.",2,0
"""Biggest conflict in Europe since WWII""

*Cyprus and Yugoslavia: am I a joke to you?*
Seriously though, these two conflicts were ENORMOUS. Especially Yugoslavia. And have had a huge impact on the continent. Especially SE Europe for decades now.",1150,0
So NATO is part in blame here too,1,0
Never poke a sleeping lion,1,0
"I support Russia, come on Russia u can do it... URAAAAAAAAA!!!!!!!!",2,0
It is good that the world is so united against this obsolete aggression. Very few people agree with Putin's demands and moves.,0,0
What's frightening is just how similar  Trump and Putin are!,1,0
"I wonder Putin would have invaded Ukrain much before, If COVID had not hit us in 2020. As he says in his speech - A long overdue decision.",1,0
Слава Україні! 💙💛,0,0
"I think this illumination needs to be supplemented with what J. J. Mearsheimer—Distinguished Service Professor of Political Science at the University of Chicago—has to say about West’s role in the Ukraine Crisis and how, as he puts it, it is in fact: “West’s fault.” The hypocritical Western policy of spreading Liberal ideology and pro-Western democracy-based political systems  AT THE EXPENSE OF MILLIONS OF CIVILIAN CASUALTIES is the real flame igniting the war. Look back at what these diplomats leaving UN conferences had to say about the war in Yugoslavia, Vietnam, Iraq and Iran? Where was the “human rights” argument back then? This video, though informative, fails to paint the whole picture in light of what actually happened in terms of pretext.",0,0
"This video just shows how disinformation works, you literally haven't talked about, didn't even mention, that Ukraine couldn't even apply to join NATO as there are conflict in its territories, especially because this war is being fought since 2014, NATO promise of not extending its borders towards Russia, which they didn't just break but they even armed the Ex- Soviet countries for keep Russia out of the world, Ukraine government killing Russian civilians and knowing that threating with the entry of Ukraine in NATO and EU, plus the installation of missiles aimed to Moscow, would've started this war, in addition to that you haven't talked about Kiev being the place of birth of the first King of the first Russian Empire and as such it was the first capital of Russia, also the Crimean peninsula was gifted by the USSR to Ukraine as a symbol of ""Union"" so yes it was never part of Ukraine before it was gifted in 1954



Ps
This being said I hate wars but this one was started by the US and NATO not Russia that even requested to join NATO but got denied for some reason....",2,0
"5:29 Warsaw Pact was disbanded in 1991, so I don't understand why Putin had his demand in the first place? ""I'm threatened"" is a non-argument.",0,0
I hate media,1,0
Talk about Palestine and isnotreal too!,1,0
"I don’t support killing innocent people, but Put got a point",1,0
"In hindsight, could the leaders in the west have done things differently? Absolutely. What security has the expansion of NATO to the borders of Russia provided? didn’t we refuse the same during the cuban missile crisis? NATO has gone from a defensive deterrent with key countries to an existential threat to Russia with more than 30 countries. With article 5, this is a disaster of epic proportions waiting to happen.  
Since the fall of the Berlin Wall, the west has won but our arrogance will be our downfall like every empire before. Peace to the people of Ukraine.",106,0
its about GAS,2,0
"Putin, nahhh poo in a tin , yeah",0,0
Right wingers being put in their place.... Good job putin,2,0
Why is he bully sweden now,0,0
Not a word about ukranians killing russian civilians in Ukraine? At least be objective just a little.,2,0
,0,0
NO USA. NO NATO. NO GUERRA,2,0
What a beautiful lie. But in war all means are good.,2,0
Can you add Spanish subtitles to this?,0,0
Putin's war on Ukraine explained : USA,2,0
"NATO forms a team of all European countries. But for what and against whom.
How many innocent lives would have been saved if NATO had not done this?🙏",4,0
"Muslim countries are testing this medicine for a long time.

Remember Ukraine joining the Iraq invention they where not even a part of nato otan",2,0
"Putin agenda is simple 
Ukraine 🇺🇦 don't join nato 
Also do This what my name suggests before joining nato 
Problem solved.",1,0
Hitler all over again Putin needs to go so does Joe Biden,0,0
"this is so sad. why didnt ukraine just aggree not to join the nato . instead dragging this war too long, poor ukraine people",2,0
If Ukraine wants to maintain independence then why would they join NATO?,2,0
It is spelled Kiev,1,0
"So if NATO stopped expanding, Russia will not make any attacking?",2,0
no no no!!!!,0,0
🇺🇾❤️🇺🇦,0,0
All City ? What a scam . 🤣🤣,1,0
"It's not Russian security in jeopardy. We love Russia. It's Putin's pride, plus the lies he's peddled to any silly enough to believe him. Just like Trump and America. Divisive. To suit a personal fantasy.",0,0
"If no one protects oneself against others, there are no people left to be protected against.",1,0
What's the difference that USA is doing.,3,0
Nice revisionism you've got there. Would be a shame if any actual hostory book eould ruin that for ya....🤔,1,0
"Be responsible for your actions, it was you who choose your president, then live with it.",0,0
Its barbaric oh realy what you did in afghan.siriya.iraq so on is not barbaric act,1,0
"watch real life lore video,
he explain the war from nato + ukrain's newly found gas reserves + water canal into crimea + russian declining population perspective.

VOX neglected everything other than NATO",2,0
"Brazikowaz, sinyom, ilikipaidiede. URAAAAAAA!",0,0
This media is a Liar,3,0
Thank you. Finally a very clear view. Could you please tackle the question of the sensitive subject about Russia working on the « Neo-nazy » perspective please ? So we can also get that down.,0,0
You forgot the part where america and the uk supplied the pro-american ukraine with munitions and missiles that where used against civilians in eastern ukraine which is when Russia was forced to use missiles strikes on military targets and communications/radar.,14,0
Yeah these people cry and cry but then go and help Russian soldiers... Oh well,0,0
"Show russian side , we only can see western version everywhere",6,0
ITS not the largest War in Europe after WW2 !!!!,1,0
In this video you missed some points such as US and NATO was fuelling it...,1,0
This is same as Palestine isn't it ??,0,0
So what's going to happen to the AZOV battalion?,1,0
"""Our Very Strength Incites Challenge. Challenge Incites Conflict. And Conflict Breeds Catastrophe.""",0,0
In both WW countries form alliance with each other let tension rise until it break and war happen,0,0
"0,36 2 red arrows on the left....was no people groups there, only bombs",0,0
Why do Russia have to bear having NATO's military right in his border?,1,0
Don’t buy it!,1,0
Western sided explanations,1,0
We ending Syria’s War too ? Or the Palestinian struggle? Or the war in Yemen ? How about the war in Somalia huh ? Until those wars are clearly given the attention and global Efforts to stop it then I couldn’t care less how about some random war  in Europe like come on guys what else is new ? Europeans have been at war since they decided to leave Africa and become white by adapting to their European environment 😂😵‍💫,1,0
Ukraine was fooled by NATO. Finally civilians has to suffer.,2,0
"🇷🇺WE STAND WITH RUSSIA 🇷🇺
We support Putin",1,0
Ukraine will lose this war and US will have to step in,0,0
You didn’t mention the main reason behind all of this. NATO building missles and military base in Ukrainian 500km away from Moscow,0,0
"This video explains nothing. No mention of Ukraine gas reserves, Europe's dependency on Russia gas, why Putin wants the boarder moved in military strategy, Ukraine shutting off water to Crimea, the Moldovan separatist movement, the pipeline fees charged by Ukraine to Russia, just off the top of my head. 

Really missed the big picture here Vox 🤦",1,0
May God give some democracy to Western countries please...,2,0
"Once again, western media fails to remember the Yugoslavian War, much larger in scale and even NATO army actively involved. But hey! Who cares about stating facts when focusing on juicy story telling and view count are more important!",1,0
"When soviet union dissolved, Nato should also dissolved",1,0
"I love how you put it ""The soviet Union brutally expanded its territory"".... Like the USA didnt after independance??? Like other werestern countries didnt?",14,0
Long live Russia 🇷🇺,1,0
